ID	locality	country	decimalLongitude	decimalLatitude	geodeticDatum	elevation	aspect	entranceNumber	entranceType	entranceSize	entranceHabitat	entranceHabitatVerbatim	development	positiveDrop	negativeDrop	caveType	caveMorphology	caveActive	caveTouristic	notes	referencesLocality	referencesSpecies	contributorName	contributorEmail
CAVE_231	Jama na vrh Vrguda	Croatia	18,03913	42,72627	WGS84 	545	E	1	pit	15	shrubs	NA	43	0	24	karst	pit	0	0	NA	NA	Asthenargus bracianus: CBSS AR210; 1m; 2112008; leg Roman Ozimec; det Martina Pavlek; Barusia maheni: CBSS AR171; 1m; 2112008; leg Roman Ozimec; det Martina Pavlek; Histopona dubia: CBSS AR173; 1juv; 2112008; leg Roman Ozimec; det Martina Pavlek; Micrargus herbigradus: CBSS AR203; 1m; 2112008; leg Roman Ozimec; det Vlastimil Ruzicka; Stalagtia hercegovinensis: CBSS AR187; 1m; 2juv 2112008; leg Roman Ozimec; det Martina Pavlek; Tegenaria annulata: CBSS AR186; 1f; 2juv 2112008; leg Roman Ozimec; det Martina Pavlek; Troglohyphantes affinis: CBSS AR188; 1f; 2112008; leg Roman Ozimec; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_232	Jama pod Gažnovcem	Croatia	17,31416	43,22967	WGS84 	765	N	1	horizontal	0,6	shrubs	NA	35	6	3,5	karst	horizontal	0	0	NA	NA	Centromerus cavernarum: CBSS AR5256; 1f; 4112016; leg Milos Pavicevic; det Martina Pavlek; Harpactea sp: CBSS AR4280; 1f; 4112016; leg Martina Pavlek; det Martina Pavlek; Histopona conveniens: CBSS AR5422; 1f; 1892016; leg Alen Kirin; det Martina Pavlek; Palliduphantes spelaeorum: CBSS AR4284; 1m; 4f; 4112016; leg Martina Pavlek; det Martina Pavlek; Stalagtia hercegovinensis: CBSS AR4281; 4juv; 4112016; leg Martina Pavlek; det Martina Pavlek; Stygopholcus absoloni: CBSS AR4283; 2f; 1m; 4112016; leg Martina Pavlek; det Martina Pavlek; Typhlonyphia sp: CBSS AR4282; 2f; 1m; 7juv; 4112016; leg Martina Pavlek; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_233	Jama pod Sinji kuk	Croatia	17,98861	42,70989	WGS84 	295	SE	1	pit	3,6	shrubs	NA	8	0	15	karst	pit	0	0	NA	NA	Asthenargus bracianus: CBSS AR3709; 2f; 24102015; leg Martina Pavlek; det Martina Pavlek; Holocnemus pluchei: CBSS AR3708; 2f; 24102015; leg Martina Pavlek; det Martina Pavlek; Kryptonesticus eremita: CBSS AR3706; 1f 1juv;; 24102015; leg Martina Pavlek; det Martina Pavlek; Protoleptoneta sp: CBSS AR524; 3m; 1f; 1juv; 10102009; leg Roman Ozimec; det Martina Pavlek; Stalagtia hercegovinensis: CBSS AR525; 1f; 1m; 10102009; leg Roman Ozimec; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_234	Jama za Mahrincem	Croatia	16,74087	43,34439	WGS84 	50	flat	1	pit	8,75	shrubs	NA	26	0	25	karst	descendent	0	0	NA	NA	Asthenargus bracianus: Miller; 1938: Festschrift Embrik Strand; Barusia maheni; Metellina merianae: Kratochvíl; 1978: Přírodovědné práce ústavů Československé Akademie Věd v Brně (N S); Kryptonesticus eremita: CBSS AR1165; 3f; 2m; 2juv; 512009; leg Martina Pavlek; det Martina Pavlek; Tegenaria bosnica: CBSS AR1860; 1f; 1232011; leg Martina Pavlek; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_237	Jezero	Croatia	18,35607	42,58038	WGS84 	915	W	1	descendent	200	forest	NA	180	0	60	karst	horizontal	0	0	NA	NA	Kryptonesticus arenstorffi: Pavlek & Ribera; 2017: European Journal of Taxonomy; Metellina merianae: CBSS AR4777; 1m; 11112016; leg Tin Rozman; det Martina Pavlek; Stygopholcus skotophilus: CBSS AR4776; 1f; 5juv; 11112016; leg Tin Rozman; det Martina Pavlek; Tegenaria animata: CBSS AR4781; 2juv; 11112016; leg Tin Rozman; det Martina Pavlek; Troglohyphantes salax; Troglohyphantes troglodytes (CBSS\AR299): Pavlek & Ozimec; 2009: Natura Croatica	Martina Pavlek	martinapavlek@gmail.com
CAVE_240	Kukor	Croatia	16,99171	43,35561	WGS84 	425	SW	6	descendent	12	shrubs	NA	244	0	34	karst	horizontal	0	0	NA	NA	Barusia maheni: CBSS AR2190; 1f; 2872006; leg Roman Ozimec; det Martina Pavlek; Harpactea sp: CBSS AR1954; 1m; 2642002; leg Roman Ozimec; det Martina Pavlek; Histopona conveniens: CBSS AR1432; 1f; 211999; leg Roman Ozimec; det Martina Pavlek; Kryptonesticus deelemanae: Pavlek & Ribera; 2017: European Journal of Taxonomy; Stygopholcus absoloni: CBSS AR3367; 1f; 1m; 1juv; 211999; leg Roman Ozimec; det Martina Pavlek; Sulcia sp: CBSS AR2242; 1m; 211999; leg Roman Ozimec; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_245	Maksimova špilja	Croatia	17,68692	45,51833	WGS84 	493	N	1	ascendent	5	forest	NA	18,2	3,6	0	karst	ascendent	0	0	not managed like touristic cave but its beside path so people enter it easily	NA	Diplocephalus alpinus: CBSS AR1823; 3f; 3juv; 2242006; leg Martina Pavlek; det Martina Pavlek; Nesticus cellulanus: CBSS AR1032; 1juv; 2242006; leg Martina Pavlek; det Andela Cukusic; Porrhomma egeria: CBSS AR1836; 1f; 862007; leg Ivna Vuksic; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_246	Male ponte	Croatia	17,43079	42,76139	WGS84 	265	SW	1	descendent	1,5	forest	NA	106	0	29	karst	descendent	0	0	NA	NA	Barusia maheni; Sulcia nocturna: Kratochvíl; 1938b: Étude sur les araignées cavernicoles du genre Sulcia nov gen Práce Moravské Přírodovědecké Společnosti; Folkia inermis: CBSS\AR131; 1f; 1342007; leg Martina Pavlek; det Martina Pavlek; Histopona bidens: Kratochvíl; 1938a: Étude sur les araignées cavernicoles du genre Hadites Práce Moravské Přírodovědecké Společnosti; Palliduphantes sp: CBSS\AR3891; 2f; 1m; 19102015; leg Martina Pavlek; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_247	Mandelaja	Croatia	15,30015	45,2334	WGS84 	340	flat	1	pit	8,4	forest	NA	2641	0	96	karst	descendent	1	0	NA	NA	Meta menardi: CBSS\AR4055; 1f; 1juv; 2811995; leg Roman Ozimec; det Martina Pavlek; Nesticus cellulanus: CBSS\AR809; 1f; 2811995; leg Roman Ozimec; det Martina Pavlek; Parastalita stygia: CBSS\AR456; 1m; 1092009; leg Marko Lukic; det Martina Pavlek; Stalita pretneri: CBSS\AR4746; 1m; 332012; leg Robert Bakovic; det Martina Pavlek; Tegenaria silvestris: CBSS\AR893; 1f; 2811995; leg Roman Ozimec; det Martina Pavlek; Troglohyphantes croaticus: CBSS\AR436; 2f; 1092009; leg Jana Bedek; det Martina Pavlek; Troglohyphantes excavatus: CBSS\AR4043; 1f; 1742016; leg Tin Rozman; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_248	Manita peć	Croatia	15,4763	44,3158	WGS84 	570	E	2	horizontal	2	rocky	NA	175	0	23	karst	descendent	0	1	NA	Dražina & Komerički 2014	Cataleptoneta lingulata: Wang & Li; 2010: Two new species of the spider genus Cataleptoneta from Balkan Peninsula (Araneae; Leptonetide) Zootaxa; Histopona egonpretneri: Deeleman-Reinhold; 1983: Mémoires de Biospéologie; Parastalita stygia: CBSS\AR1741; 1m; 1f; 1juv; 762006; leg Helena Bilandzija; det Martina Pavlek; Stalita pretneri: CBSS\AR5716; 1m; 1952018; leg Tamara cukovic & Petra Bregovic; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_264	Pišurka	Croatia	17,12923	42,95945	WGS84 	39	N	1	descendent	6	forest	NA	74	0	31	karst	descendent	0	1	NA	Pavlek & Ozimec 2005	Barusia korculana: Kratochvíl & Miller; 1939: Archives de Zoologie Expérimentale et Générale; Folkia haasi: Reimoser; 1929: Senckenbergiana; Kryptonesticus eremita: CBSS\AR1164; 1f; 2juv; 262000; leg Roman Ozimec; det Martina Pavlek; Metellina merianae: CBSS\AR2634; 1f; 2juv; 262000; leg Roman Ozimec; det Martina Pavlek; Tegenaria annulata: CBSS\AR1494; 2f; 262000; leg Roman Ozimec; det Martina Pavlek; Typhlonyphia reimoseri: Kratochvíl; 1936: Věstník Československé Zoologické Společnosti v Praze	Martina Pavlek	martinapavlek@gmail.com
CAVE_265	Pliškovićeva jama	Croatia	13,87215	45,0716	WGS84 	270	flat	1	pit	15	forest	NA	25	0	80	karst	pit	0	0	NA	Jalžić et al 2010	Kryptonesticus eremita: CBSS\AR1262; 1f; 2m; 1juv; 1922007; leg Roman Ozimec; det Martina Pavlek; Palliduphantes istrianus: CBSS\AR4725; 1m; 8f; 1922007; leg Martina Pavlek; det Martina Pavlek; Porrhomma convexum: CBSS\AR2888; 3f; 2m; 3juv; 1922007; leg Martina Pavlek; det Martina Pavlek; Stalita taenaria: CBSS\AR3153; 1juv; 1922007; leg Helena Bilandzija; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_268	Sedrena špilja iza mlina	Croatia	16,0678	44,01344	WGS84 	198	NW	5	horizontal	18	shrubs	NA	124	0	4	artificial	horizontal	0	0	The cave was made in tuff deposited by Krka river later artificial channels were dug to direct water for mill functioning. Today the water flows through smaller part of the cave and only when river water level is high	NA	Barusia maheni: CBSS\AR3131; 1m; 3f; 1juv; 14122012; leg Andela Cukusic; det Martina Pavlek; Kryptonesticus eremita: CBSS\AR3031; 1f; 1juv; 19102012; leg Marko Lukic; det Martina Pavlek; Meta bourneti: CBSS\AR4083; 1f; 1juv; 9102016; leg Martina Pavlek; det Martina Pavlek; Metellina merianae: CBSS\AR4082; 1f; 1m; 9102016; leg Martina Pavlek; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_269	Šimunkovića špilja	Croatia	17,12908	42,97859	WGS84 	50	S	1	horizontal	4	shrubs	NA	20	0	0	karst	horizontal	0	0	NA	NA	Barusia korculana: CBSS\AR4687; 2f; 1m; 2juv; 3112016; leg Tin Rozman; det Martina Pavlek; Folkia sp: CBSS\AR4689; 1juv; 3112016; leg Tin Rozman; det Martina Pavlek; Holocnemus pluchei: CBSS\AR4693; 1m; 3112016; leg Martina Pavlek; det Martina Pavlek; Kryptonesticus eremita: CBSS\AR4686; 1f; 2juv; 3112016; leg Tin Rozman; det Martina Pavlek; Stygopholcus absoloni: CBSS\AR4692; 1f; 3112016; leg Martina Pavlek; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_271	Šipun	Croatia	18,21799	42,58365	WGS84 	25	E	1	descendent	2,5	forest	NA	120	0	32	karst	descendent	1	1	NA	Hudec 2013	Dasumia sp: ROC AR247; 1f; 20122011; leg Jana Bedek; det Martina Pavlek; Harpactea sp: ROC AR250; 1 juv; 662011; leg Jana Bedek; det Martina Pavlek; Histopona dubia: Absolon & Kratochvíl; 1933: Acta Musei Moraviae; Scientiae Biologicae; Kryptonesticus eremita: CBSS\AR1198; 1f; 1juv; 1982005; leg Martina Pavlek; det Martina Pavlek; Meta bourneti: CBSS\AR4051; 1f; 452012; leg Martina Pavlek; det Martina Pavlek; Metellina merianae: CBSS\AR4783; 1m; 3juv; 2732003; leg Roman Ozimec; det Martina Pavlek; Palliduphantes brignolii: Brignoli; 1971: Contributo alla conoscenza dei ragni cavernicoli della Jugoslavia Fragmenta Entomologica; Pholcus phalangioides: Brignoli; 1980: Secondo contributo alla conoscenza dei ragni cavernicoli della Jugoslavia (Araneae) Revue Suisse de Zoologie; Stalagtia hercegovinensis: Kratochvíl; 1970: Přírodovědné práce ústavů Československé Akademie Věd v Brně (NS); Tegenaria annulata: Kratochvíl; 1934: Prirodoslovne Razprave	Martina Pavlek	martinapavlek@gmail.com
CAVE_272	Škabac	Croatia	14,60649	45,2599	WGS84 	113	N	2	horizontal	18	shrubs	NA	50	0	0	karst	horizontal	0	0	NA	Jalžić et al 2010	Cataleptoneta lingulata: CBSS\AR1887; 3f; 1742011; leg Martina Pavlek; det Martina Pavlek; Centromerus sellarius: CBSS\AR1886; 1f; 1742011; leg Martina Pavlek; det Martina Pavlek; Episinus cavernicola: Chyzer & Kulczynski; 1897: Academia Scientarum Hungaricae Budapest; Histopona egonpretneri: CBSS\AR1885; 2juv; 1742011; leg Martina Pavlek; det Martina Pavlek; Kryptonesticus eremita: CBSS\AR1883; 1m; 1f; 1742011; leg Martina Pavlek; det Martina Pavlek; Metellina merianae: CBSS\AR1877; 1f; 1742011; leg Martina Pavlek; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_276	Špilja u Gaju	Croatia	17,04574	43,38252	WGS84 	400	N	1	descendent	15	forest	NA	70	0	20	karst	descendent	0	0	NA	NA	Histopona conveniens: CBSS\AR1920; 1f; 18102002; leg Christa Deeleman-Reinhold; det Martina Pavlek; Metellina merianae: CBSS\AR1921; 1f; 18102002; leg Christa Deeleman-Reinhold; det Christa Deeleman-Reinhold; Stalagtia hercegovinensis: CBSS\AR4394; 1juv; 1652016; leg Nikolina Kuharic; det Martina Pavlek; Stygopholcus absoloni: CBSS\AR1993; 5f; 1m; 18102002; leg Christa Deeleman-Reinhold; det Martina Pavlek; Tegenaria annulata: CBSS\AR1922; 1f; 18102002; leg Christa Deeleman-Reinhold; det Christa Deeleman-Reinhold; Typhlonyphia sp: CBSS\AR2027; 1m; 18102002; leg Christa Deeleman-Reinhold; det Christa Deeleman-Reinhold	Martina Pavlek	martinapavlek@gmail.com
CAVE_279	Stara jametina	Croatia	16,00259	43,79405	WGS84 	200	flat	2	descendent	96	shrubs	NA	188	0	85	karst	descendent	0	0	NA	NA	Episinus cavernicola: CBSS\AR4076; 2f; 252015; leg Nikolina Kuharic; det Martina Pavlek; Micrargus herbigradus: CBSS\AR1685; 2f; 2m; 10102010; leg Martina Pavlek; det Vlastimil Ruzicka; Palliduphantes istrianus: CBSS\AR3625; 1m; 13122014; leg Martina Pavlek; det Martina Pavlek; Stalagtia hercegovinensis: CBSS\AR4248; 1m; 1922016; leg Marko Lukic; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_282	Topla peć	Croatia	16,0536	43,83929	WGS84 	155	S	2	horizontal	2	rocky	NA	206	0	49	karst	descendent	0	0	NA	Personal Observation	Barusia maheni: CBSS\AR4196; 2m; 1f; 1juv; 9102016; leg Ana Komericki; det Martina Pavlek; Kryptonesticus eremita: CBSS\AR3610; 1f; 632015; leg Petra Bregovic; det Martina Pavlek; Meta bourneti: CBSS\AR2458; 1m; 2972006; leg Ivica Jaklinovic; det Martina Pavlek; Stalagtia hercegovinensis: CBSS\AR3611; 1m; 632015; leg Ana Komericki; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_284	Trbušnjak	Croatia	17,26322	45,49597	WGS84 	185	SE	1	horizontal	7,8	forest	NA	240	0	12	karst	horizontal	1	0	the cave harbours a large bat colony (30000 bats)	NA	Diplocephalus alpinus: CBSS\AR1820; 2f; 1m; 1062007; leg Ivna Vuksic; det Martina Pavlek; Nesticus cellulanus: CBSS\AR1033; 1f; 2972006; leg Matej Faller; det Andela Cukusic; Porrhomma convexum: CBSS\AR1849; 1f; 1m; 1062007; leg Matej Faller; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_285	Tučepska vilenjača	Croatia	17,08364	43,28647	WGS84 	1181	SW	1	horizontal	1,5	rocky	NA	36	5	28	karst	pit	0	1	NA	NA	Barusia maheni: CBSS\AR4416; 1m; 1juv; 2052016; leg Alen Kirin; det Martina Pavlek; Histopona conveniens: Deeleman-Reinhold; 1983: Mémoires de Biospéologie; Mesostalita comottii; Stalagtia hercegovinensis: Gasparo; 1999: Atti e Memorie; Commissione Grotte Eugenio Boegan; Stygopholcus absoloni: CBSS\AR3370; 1f; 3042012; leg Andjela Cukusic; det Martina Pavlek; Sulcia sp: CBSS\AR5032; 2m; 1f; 1juv; 2462017; leg Martina Pavlek; det Martina Pavlek; Typhlonyphia sp: CBSS\AR3908; 1m; 4f; 14102014; leg Branko Jalžić; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_287	Urinjska špilja	Croatia	14,52419	45,28573	WGS84 	10	S	2	descendent	0,49	forest	NA	115	0	24	ialine	descendent	0	0	NA	NA	Centromerus sellarius: CBSS\AR664; 1f; 2942009; leg Marko Lukic; det Martina Pavlek; Kryptonesticus eremita: CBSS\AR635; 1f; 17102009; leg Marko Lukic; det Martina Pavlek; Rhode aspinifera: CBSS\AR671; 1juv; 2942009; leg Hrvoje Cvitanovic; det Martina Pavlek; Stalita taenaria: CBSS\AR636; 1juv; 17102009; leg Marko Lukic; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_295	Vodena peća	Croatia	16,67223	43,79088	WGS84 	610	W	1	descendent	20	shrubs	NA	467	0	114	karst	descendent	0	0	NA	Borovec et al 2007; Jalžić et al 2010	Centromerus cavernarum: CBSS\AR5288; 1m; 1f; 2juv; 2982017; leg Martina Pavlek; det Martina Pavlek; Kryptonesticus eremita: CBSS\AR398; 1f; 3112002; leg Jana Bedek; det Martina Pavlek; Metellina merianae: CBSS\AR5282; 1m; 1f; 1juv; 2982017; leg Martina Pavlek; det Martina Pavlek; Rhode sp: CBSS\AR5284; 1juv; 2982017; leg Alen Kirin; det Martina Pavlek; Stalagtia hercegovinensis: CBSS\AR410; 2juv; 422006; leg Martina Pavlek; det Martina Pavlek; Troglohyphantes dinaricus: Kratochvíl; 1948: Věstník Československé Zoologické Společnosti v Praze	Martina Pavlek	martinapavlek@gmail.com
CAVE_296	Vranjača špilja kod Dugopolja	Croatia	16,64822	43,56224	WGS84 	450	S	1	descendent	225	shrubs	NA	360	0	0	karst	horizontal	0	1	NA	NA	Meta menardi: Girometta ;1929: Vranjača H P D Mosor; Palliduphantes spelaeorum: CBSS\AR2577; 1f; 2462011; leg Martina Pavlek; det Martina Pavlek; Rhode sp;: CBSS\AR703; 1m; 182007; leg Nikolina Raguz; det Martina Pavlek; Stalagtia hercegovinensis: CBSS\AR2756; 1juv; 2942012; leg Martina Pavlek; det Martina Pavlek; Stygopholcus absoloni; Troglohyphantes giromettai: Kratochvíl; 1934: Prirodoslovne Razprave Troglohyphantes strandi: Deeleman-Reinhold; 1978a: Slovenska Akademija Znanosti in Umetnosti; Razred za Prirodoslovne Vede; Classis IV; Historia Naturalis (Prirod Vede)	Martina Pavlek	martinapavlek@gmail.com
CAVE_299	Zidane pećine	Croatia	15,49713	45,73899	WGS84 	380	S	1	horizontal	18	forest	NA	74	0	0	karst	horizontal	1	0	NA	NA	Meta menardi: CBSS\AR5520; 1f; 1m; 1juv; 292017; leg Martina Pavlek; det Martina Pavlek; Porrhomma convexum: CBSS\AR2810; 2f; 2m; 2822010; leg Alen Kirin; det Martina Pavlek; Troglohyphantes excavatus: CBSS\AR789;1f; 962002; leg Roman Ozimec; det Martina Pavlek; Troglohyphantes kordunlikanus: CBSS\AR786; 1f; 11101998; leg Tomica Rubinic; det Martina Pavlek; Troglohyphantes sp: CBSS\AR4557; 1m; 2822010; leg Alen Kirin; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
CAVE_038	Macocha	Czech Republic	16,7298	49,3734	WGS84 	490	NA	1	pit	13000	forest	NA	150	0	139	karst	pit	1	1	NA	Hromas 2009 Caves (in Czech) In Protected Areas in the Czech Republic Agentura Ochrany Prirody a Krajiny CR a EkoCentrum Brno, Praha	Růžička 1999; Růžička et al 2016 Acta Carsologica	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_039	Byci skala	Czech Republic	16,6947	49,3074	WGS84 	306	W	1	horizontal	40	forest	NA	7000	80	4	karst	horizontal	1	1	NA	Hromas 2009 Caves (in Czech) In Protected Areas in the Czech Republic Agentura Ochrany Prirody a Krajiny CR a EkoCentrum Brno, Praha	Kratochvíl & Miller 1940 Zoologischer Anzeiger 131:188-201; Unpublished data	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_040	Harbesska	Czech Republic	16,7295	49,3588	WGS84 	478	NA	1	pit	1	agricultural	NA	600	0	110	karst	NA	1	0	Entrance vertical shaft leads in ascending main hall	Hromas 2009 Caves (in Czech) In Protected Areas in the Czech Republic Agentura Ochrany Prirody a Krajiny CR a EkoCentrum Brno, Praha	Růžička Unpublished data	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_041	Sloupsko-sosuvske	Czech Republic	16,7388	49,4088	WGS84 	470	W	6	horizontal	50	urbanized	NA	4890	69	29	karst	horizontal	1	1	Morfology: generally horizontal but containing several deep inner abysses Entrance habitat: grass and urbanized	Hromas 2009 Caves (in Czech) In Protected Areas in the Czech Republic Agentura Ochrany Prirody a Krajiny CR a EkoCentrum Brno, Praha	Růžička Unpublished data	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_042	Nova amaterska	Czech Republic	16,7275	49,3784	WGS84 	403	NA	1	horizontal	4	forest	NA	20000	60	63	karst	horizontal	1	0	Entrance is an artificial tunnel	Hromas 2009 Caves (in Czech) In Protected Areas in the Czech Republic Agentura Ochrany Prirody a Krajiny CR a EkoCentrum Brno, Praha	Růžička Unpublished data	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_043	Mladecske	Czech Republic	17,0162	49,7065	WGS84 	240	S	2	horizontal	10	urbanized	NA	1250	10	20	karst	horizontal	0	1	Morfology: generally horizontal containing a descending part to a small fluctuating water level not a stream only seepage.	Hromas 2009 Caves (in Czech) In Protected Areas in the Czech Republic Agentura Ochrany Prirody a Krajiny CR a EkoCentrum Brno, Praha	Růžička Unpublished data	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_044	Slamova sluj	Czech Republic	18,116	49,5919	WGS84 	450	NA	1	pit	1	urbanized	NA	100	0	65	karst	pit	0	0	Crevice-type cave situated in a cottage cave entrance is represented by a door.	Hromas 2009 Caves (in Czech) In Protected Areas in the Czech Republic Agentura Ochrany Prirody a Krajiny CR a EkoCentrum Brno, Praha	Růžička Unpublished data	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_045	Srbske jeskyne	Czech Republic	14,1338	49,9461	WGS84 	290	NE	3	horizontal	10	urbanized	NA	760	20	10	karst	horizontal	0	0	Present entrance is situated in an old quarry the cave was discovered by quarrying some parts were extracted out.	Hromas 2009 Caves (in Czech) In Protected Areas in the Czech Republic Agentura Ochrany Prirody a Krajiny CR a EkoCentrum Brno, Praha	Růžička Unpublished data	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_046	Tvarozne diry	Czech Republic	16,8392	50,1845	WGS84 	840	NA	1	horizontal	2	forest	NA	184	7	1	karst	horizontal	1	0	NA	Hromas 2009 Caves (in Czech) In Protected Areas in the Czech Republic Agentura Ochrany Prirody a Krajiny CR a EkoCentrum Brno, Praha	Růžička 1996b	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_047	V dolech	Czech Republic	16,4927	49,9182	WGS84 	500	SW	1	descendent	1	forest	NA	37	0	18	tectonic	descendent	0	0	NA	Hromas 2009 Caves (in Czech) In Protected Areas in the Czech Republic Agentura Ochrany Prirody a Krajiny CR a EkoCentrum Brno, Praha	Růžička Unpublished data	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_048	Bilanina jeskyne	Czech Republic	13,7625	50,5265	WGS84 	460	SW	1	ascendent	1	rocky	NA	14	7	0	tectonic	ascendent	0	0	Crevice-type cave	Hromas 2009 Caves (in Czech) In Protected Areas in the Czech Republic Agentura Ochrany Prirody a Krajiny CR a EkoCentrum Brno, Praha	Růžička Unpublished data	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_049	Puklinova na Spicaku	Czech Republic	13,9216	50,7821	WGS84 	695	E	1	descendent	4	forest	NA	20	0	10	tectonic	descendent	0	0	Crevice-type cave	Hromas 2009 Caves (in Czech) In Protected Areas in the Czech Republic Agentura Ochrany Prirody a Krajiny CR a EkoCentrum Brno, Praha	Růžička Unpublished data	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_050	Teplicka jeskyne	Czech Republic	16,1353	50,5939	WGS84 	570	NA	NA	NA	NA	forest	spruce forest	1065	20	20	tectonic	NA	1	0	Formed in sandstone block accummulation in a brook valley	Růžička & Kopecký 1993	Růžička & Kopecký 1993; Unpublished data	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_051	Ledove sluje	Czech Republic	15,8439	48,8846	WGS84 	320	NW	NA	descendent	NA	forest	NA	NA	0	30	tectonic	descendent	0	0	System of crevice-type caves and adjacent boulder field	Růžička 1996a	Růžička 1996a	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_052	Kamenec	Czech Republic	14,3548	50,7065	WGS84 	360	N	NA	NA	NA	forest	NA	NA	NA	NA	tectonic	NA	0	0	Scree slope	Růžička et al 2012	Růžička & Hajer 1996 Arachnologische Mitteilungen 12; Růžička et al 2012; Unpublished data	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_053	Klic	Czech Republic	14,5701	50,7871	WGS84 	590	SW	NA	NA	NA	forest	NA	NA	NA	NA	tectonic	NA	0	0	Scree slope	Růžička & Zacharda 2010 Polish Journal of Ecology 58(2):361-369	Růžička & Zacharda 2010 Polish Journal of Ecology 58(2):361-369	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_054	Mravin	Czech Republic	16,0516	49,9445	WGS84 	315	W	NA	NA	NA	forest	deciduous forest	NA	NA	NA	other	NA	0	0	Cley soil spiders at a depth of 40��120 cm	Růžička & Dolanský 2016 Arachnologische Mitteilungen 51(51):43-48	Růžička & Dolanský 2016 Arachnologische Mitteilungen 51(51):43-48	Vlastimil Ruzicka	vruz@entucas.cz
CAVE_358	Djupviksgrottan	Finland	19,834	60,40047	WGS84 	15	flat	1	horizontal	14	rocky	Cave and crevices	100	0	0	tectonic	horizontal	0	0	Cave length estimated	Fritzen & Koponen 2011 Memoranda Societatis Fauna Flora Fennica 87	Fritzen & Koponen 2011 Memoranda Societatis Fauna Flora Fennica 87	Marco Isaia & Stefano Mammola	marcoisaia@unito.it stefanomammola@gmail.com
CAVE_382	Torhola	Finland	23,85639	60,25219	WGS84 	51	NA	1	descendent	6	forest	NA	32	0	12	karst	descendent	0	0	NA	http://retkipaikka.fi/vapaa/torholan-luola/	Bistrom & Hippa 1982	Pedro Cardoso	pedrocardoso@helsinki.fi
CAVE_069	Grotte de Las Morts	France	1,8611	42,87967	WGS84 	800	W	2	horizontal	3	shrubs	Buxus sempervirens	130	0	0	karst	horizontal	0	0	Dry & Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_070	Grotte de Bouicheta	France	1,56993	42,87051	WGS84 	770	E	1	horizontal	6	shrubs	Buxus sempervirens	250	0	0	karst	horizontal	0	0	Dry	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_071	Grotte de l Eglise catholique	France	1,76871	42,93826	WGS84 	890	N	1	descendent	8	forest	Fagus sylvatica, Buxus sempervirens	50	0	20	karst	descendent	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
